date,Open,High,Low,Close,Volume
2010-02-11,0.19414442141504368,0.20751440551189082,0.1935222061786751,0.2063959538936615,6912000
2010-02-12,0.2007798220769356,0.20902989539653763,0.19961174095298714,0.20724055171012878,17203200
2010-02-16,0.21211234132952908,0.21576545839708078,0.20878177226396347,0.21526826918125153,19238400
2010-02-17,0.21815128655338245,0.21897103807584758,0.21487033226315114,0.21892142295837402,38361600
2010-02-18,0.21869807122354526,0.22438866408070793,0.2173801636487064,0.22307170927524567,77721600
2010-02-19,0.22155529859999165,0.22597951875128205,0.21986615225880576,0.22307170927524567,92966400
2010-02-22,0.22570560621909905,0.22570560621909905,0.21899580647344563,0.22150565683841705,50995200
2010-02-23,0.2202879711210084,0.22148086688753107,0.209925039327659,0.2128576636314392,82252800
2010-02-24,0.2166099970946333,0.22180433858513202,0.2154419162225977,0.2192944884300232,70617600
2010-02-25,0.2122860381036581,0.22066112343914523,0.20803645876746038,0.2191695272922516,91238400
2010-02-26,0.2185234093478811,0.2228235699873075,0.21636188868651174,0.22190360724925995,57600000
2010-03-01,0.22471219234443363,0.2323667704095021,0.22471219234443363,0.23142200708389282,28454400
2010-03-02,0.2334594802602307,0.2378340715516576,0.23219214042828076,0.23281340301036835,48422400
2010-03-03,0.23542348081301984,0.23746094292771752,0.23184479309021305,0.23410652577877045,47961600
2010-03-04,0.2349262167016675,0.23701330761669706,0.2312731001336122,0.23669075965881348,29452800
2010-03-05,0.2417353085989081,0.24824659137581262,0.2404431542429688,0.24715295433998108,26880000
2010-03-08,0.24737726652155148,0.2502602619727484,0.24737726652155148,0.24847093224525452,25344000
2010-03-09,0.24710334766825262,0.25674577277955823,0.24690485877082108,0.2528693377971649,46425600
2010-03-10,0.25321765303349064,0.26059834564402984,0.25304302603403506,0.2590571343898773,40089600
2010-03-11,0.25749206469280783,0.26181607384890737,0.25577713652433026,0.2614429295063019,53913600
2010-03-12,0.2643258359830975,0.2643258359830975,0.2590322505695471,0.26203930377960205,36134400
2010-03-15,0.2602997457832184,0.2620642754070479,0.254733209701777,0.2602749168872833,42393600
2010-03-16,0.26283524313649875,0.26594155557512383,0.2601011364375211,0.2651962339878082,46579200
2010-03-17,0.265941579005295,0.27081239223932857,0.26482311303089573,0.26703521609306335,39820800
2010-03-18,0.2679542928572134,0.27058917022875345,0.26618976345557827,0.2697436511516571,52185600
2010-03-19,0.2649719715118408,0.27270100764664457,0.2621395729085652,0.2649719715118408,40051200
2010-03-22,0.26186572769480243,0.2753110979836322,0.2608713206813859,0.2721294164657593,58790400
2010-03-23,0.27399317179968663,0.2784174069634772,0.26974362053316975,0.2778209447860718,55334400
2010-03-24,0.27585794113627643,0.2764543749040792,0.2721294266325504,0.273869127035141,89241600
2010-03-25,0.28055411270952013,0.2834867373669336,0.27193089419315025,0.27215421199798584,93926400
