date,Open,High,Low,Close,Volume
1993-01-29,24.25864879369397,24.25864879369397,24.137958998700466,24.24140739440918,1003200
1993-02-01,24.258643889831284,24.413816452026367,24.258643889831284,24.413816452026367,480500
1993-02-02,24.396583860906773,24.482790871015983,24.344859654841247,24.46554946899414,201300
1993-02-03,24.50003245684891,24.74141208696565,24.48279105469772,24.724170684814453,529400
1993-02-04,24.81036480797662,24.87933038075765,24.534502516852488,24.827606201171875,531500
1993-02-05,24.81036949157715,24.8620936809272,24.672438319977,24.81036949157715,492100
1993-02-08,24.81036949157715,24.89657647382724,24.77588669867711,24.81036949157715,596100
1993-02-09,24.72418083153545,24.72418083153545,24.586249557719352,24.63797378540039,122100
1993-02-10,24.637972018003964,24.68969624197458,24.569006386043142,24.67245483398437,379600
1993-02-11,24.706921982002527,24.89657734962432,24.706921982002527,24.79312896728516,19500
1993-02-12,24.75866543102197,24.75866543102197,24.603492736816403,24.603492736816406,42500
1993-02-16,24.53450509680852,24.53450509680852,23.94829766652637,23.98278045654297,374800
1993-02-17,23.982788962769,24.01727176501597,23.87934055602808,23.965547561645508,210900
1993-02-18,24.24139928302806,24.24139928302806,23.62070911646404,23.94829559326172,378100
1993-02-19,23.94829316323936,24.034500122070312,23.913810379706977,24.034500122070312,34900
1993-02-22,24.103478508731826,24.155202711540262,24.03451290498724,24.12071990966797,513600
1993-02-23,24.189678736510707,24.20692013261656,23.98278198324048,24.103471755981445,373700
1993-02-24,24.120712723435656,24.413816452026367,24.120712723435656,24.413816452026367,26300
1993-02-25,24.396583860906773,24.482790871015983,24.344859654841247,24.46554946899414,44500
1993-02-26,24.5172719183646,24.5172719183646,24.37934071207281,24.500030517578125,66200
1993-03-01,24.586237210830333,24.586237210830333,24.39658180457568,24.43106460571289,66500
1993-03-02,24.448301026154628,24.79312896728516,24.41381823204157,24.79312896728516,182400
1993-03-03,24.82761414757726,24.91382114114524,24.79313135015007,24.89657974243164,280100
1993-03-04,24.931058060159923,24.931058060159923,24.75864410400391,24.758644104003903,89500
1993-03-05,24.79313231047305,24.89658070676154,24.67244251480316,24.68968391418457,40000
1993-03-08,24.74142179463079,25.24142265319824,24.74142179463079,25.24142265319824,50800
1993-03-09,25.189683756001443,25.206925154876185,25.10347676162772,25.15520095825196,169300
1993-03-10,25.155198339887587,25.206922531127933,25.05174995740689,25.20692253112793,194400
1993-03-11,25.224165517443325,25.293131110108927,25.103475730278525,25.137958526611328,70900
1993-03-12,24.931061504784346,24.94830290278212,24.72416472881104,24.879337310791016,643600
1993-03-15,24.86209741789719,25.00002861022949,24.86209741789719,25.00002861022949,310800
1993-03-16,25.00002861022949,25.06899420639564,25.00002861022949,25.00002861022949,30800
1993-03-17,24.965542223451862,24.965542223451862,24.81036965438345,24.84485244750977,21800
1993-03-18,24.94830441310488,25.10347700447872,24.94830441310488,25.00002861022949,59300
1993-03-19,25.10077322695836,25.10077322695836,24.96219062805176,24.96219062805176,66900
1993-03-22,24.71966954834879,24.87557496245891,24.702346724558776,24.823606491088867,183400
1993-03-23,24.89290647852056,24.910229308359472,24.84093798900381,24.87558364868164,55200
1993-03-24,24.84093798900381,24.97952062771513,24.71967818013141,24.87558364868164,37200
1993-03-25,24.89290388694684,25.08345499533683,24.858258230875933,25.03148651123047,110100
1993-03-26,25.0141621631471,25.031484990129886,24.87557954728479,24.89290237426757,101500
1993-03-29,24.910219685534017,25.11809356329925,24.910219685534017,24.99683380126953,87100
1993-03-30,25.03149165065847,25.06613731384277,24.996845987474167,25.066137313842773,56000
1993-03-31,25.135427018583727,25.20471834048196,25.04881286621093,25.048812866210938,111600
1993-04-01,25.08345040209504,25.08345040209504,24.91022215346178,24.96219062805176,129500
1993-04-02,24.75431764928438,24.75431764928438,24.442506790161133,24.442506790161133,59400
1993-04-05,24.633053955809856,24.633053955809856,24.494471373779984,24.56376266479492,172200
1993-04-06,24.6157456860684,24.6157456860684,24.42519452312205,24.49448585510254,129700
1993-04-07,24.529128157311213,24.581096649169925,24.477159665452504,24.58109664916992,28000
1993-04-08,24.68503229872139,24.68503229872139,24.442512683155,24.546449661254883,180800
1993-04-12,24.788965412370843,24.91022520125037,24.754319758405263,24.89290237426757,348500
1993-04-13,24.875571081373423,25.03147647115919,24.85824826028612,24.944862365722656,146100
1993-04-14,24.962195306228832,24.97951813433864,24.89290399378961,24.91022682189941,119600
1993-04-15,24.89290399378961,24.962195306228832,24.806289853240585,24.91022682189941,148600
1993-04-16,24.927549650009222,24.962195306228832,24.875581165679804,24.91022682189941,47900
1993-04-19,24.91022089473362,24.9795121906856,24.78896112681767,24.806283950805664,157000
1993-04-20,24.77163455360814,24.80628019634046,24.529115054481903,24.685020446777344,279500
1993-04-21,24.73701405793093,24.73701405793093,24.5984313461218,24.667722702026367,67900
1993-04-22,24.563768006998988,24.77164192525285,24.35589408874512,24.35589408874512,97700
1993-04-23,24.303921595982143,24.373212890625,24.21730747767857,24.251953125,106000
1993-04-26,24.26927332126296,24.355887430189664,23.9921081726975,24.061399459838867,62600
1993-04-27,24.02674399210177,24.321231842041016,24.02674399210177,24.321231842041016,156800
1993-04-28,24.286600397451704,24.3385688719113,24.234631922992104,24.26927757263184,85900
1993-04-29,24.321240536948004,24.37320899963379,24.182657969785907,24.37320899963379,85000
1993-04-30,24.459824453100744,24.54643856235393,24.407855987548828,24.407855987548828,88500
1993-05-03,24.442502905518783,24.56376266479492,24.338565968996377,24.56376266479492,80500
1993-05-04,24.61575448337107,24.73701435767339,24.58110880499898,24.650400161743164,149100
1993-05-05,24.65039516547884,24.80630068655355,24.65039516547884,24.71968650817871,109000
1993-05-06,24.68503276004067,24.70235559004772,24.615741440012485,24.63306427001953,54700
1993-05-07,24.650387971648204,24.650387971648204,24.546450987930783,24.58109664916992,68000
1993-05-10,24.615741440012485,24.77164691007589,24.615741440012485,24.63306427001953,113900
1993-05-11,24.633049243638496,24.73698616027832,24.56375796587861,24.73698616027832,42600
1993-05-12,24.633065016373344,24.719679169032887,24.633065016373344,24.702356338500977,31000
1993-05-13,24.598407027905846,24.598407027905846,24.39053316569819,24.407855987548828,129100
1993-05-14,24.407858178019524,24.477149471640587,24.373212531208992,24.39053535461425,63500
1993-05-17,24.459838575618285,24.477161407470703,24.35590158450376,24.477161407470703,34000
1993-05-18,24.49447498105403,24.511797806358874,24.373215203920097,24.459829330444336,105200
1993-05-19,24.45982870701533,24.96219062805176,24.3039232832454,24.96219062805176,50200
1993-05-20,24.96219519908865,25.03148651123047,24.910226714982294,25.03148651123047,98200
1993-05-21,25.048803486637564,25.08344913461355,24.78896112681767,24.806283950805664,221400
1993-05-24,24.85825833757,24.99684096244844,24.85825833757,24.91022682189941,30500
1993-05-25,25.01415910264173,25.01415910264173,24.96219062805176,24.96219062805176,191800
1993-05-26,25.031490077541005,25.291332535093336,25.01416724703752,25.274009704589844,102400
1993-05-27,25.30864340796596,25.30864340796596,25.152738007095525,25.1873836517334,53800
1993-05-28,25.17007430339568,25.17007430339568,24.94487749269772,25.066137313842773,79100
1993-06-01,25.152743627403307,25.39526319405871,25.11809797502396,25.30864906311035,28300
1993-06-02,25.239364043582867,25.36062385710729,25.135427060561938,25.274009704589844,20300
1993-06-03,25.22202929637127,25.22202929637127,25.13541518477659,25.1873836517334,21600
1993-06-04,25.118112860259064,25.118112860259064,24.996853005071603,25.10079002380371,32000
1993-06-07,25.15274467890943,25.15274467890943,25.01416206359864,25.01416206359864,121400
1993-06-08,24.94488410229953,24.94488410229953,24.78897857666016,24.78897857666016,104500
1993-06-09,24.875583648681644,24.97952062771513,24.84093798900381,24.87558364868164,43300
1993-06-10,24.858256720302,24.91022520125037,24.80628823935364,24.89290237426757,17900
1993-06-11,24.979510978122427,25.031479447563736,24.892896862386912,24.99683380126953,647400
1993-06-14,25.03148192750506,25.048804752368383,24.96219062805176,24.96219062805176,64200
1993-06-15,24.99684096244844,25.014163790558246,24.910226821899418,24.91022682189941,142400
1993-06-16,24.91022215346178,24.96219062805176,24.84093085400848,24.96219062805176,330900
1993-06-17,25.01416720526182,25.04881286621093,24.962198713838145,25.048812866210938,37400
1993-06-18,25.0344308574548,25.0344308574548,24.842529296875,24.842529296875,58500
1993-06-21,24.91232208380268,24.91232208380268,24.859985272702257,24.89487648010254,29300
1993-06-22,24.929755241597068,24.929755241597068,24.877418456625204,24.912309646606445,137500
1993-06-23,24.912314861823308,24.912314861823308,24.685522079467773,24.685522079467773,227600
1993-06-24,24.75530854628176,25.016992568969727,24.75530854628176,25.016992568969727,243700
1993-06-25,24.99953842163086,25.069320803826617,24.98209282608192,24.99953842163086,44800
1993-06-28,25.12165519761743,25.27866554260254,25.086764009842963,25.27866554260254,439900
1993-06-29,25.24379083154602,25.24379083154602,25.12167159462769,25.15656280517578,207500
1993-06-30,25.19145401572388,25.24379083154602,25.12167159462769,25.15656280517578,437600
1993-07-01,25.19144077327553,25.19144077327553,25.051876004448523,25.08676719665528,605700
1993-07-02,24.99953373728932,25.01697932956936,24.859968999049048,24.94719696044922,285400
1993-07-06,24.912314861823308,24.98209725639424,24.650630882182305,24.685522079467773,246400
1993-07-07,24.66806874130712,24.790187893491805,24.66806874130712,24.75529670715332,343700
1993-07-08,24.772749392413097,25.086770159359176,24.73785819608576,25.034433364868164,248200
1993-07-09,25.03442181738985,25.10420417785644,24.982085047039902,25.104204177856445,378200
1993-07-12,25.0693216005519,25.10421279275865,25.03443040834515,25.08676719665528,373700
1993-07-13,25.104223329654232,25.17400574335723,24.929767295396733,25.06933212280273,389600
1993-07-14,25.0867803840796,25.22634522627197,25.069334778805548,25.15656280517578,617300
1993-07-15,25.13911361880289,25.13911361880289,24.999548796491705,25.0518856048584,443800
1993-07-16,25.069331362260787,25.08677696515728,24.947212141985336,24.98210334777832,216400
1993-07-19,24.9820967060465,24.9820967060465,24.89486871475444,24.96465110778809,188200
1993-07-20,24.94720537404981,25.034433364868164,24.82508618690411,25.034433364868164,68500
1993-07-21,24.9995469674572,25.016992568969727,24.92976456140707,25.016992568969727,142700
1993-07-22,24.98209406820576,25.01698526103845,24.842529296875,24.842529296875,632400
1993-07-23,24.89486871475444,24.96465110778809,24.877423116496026,24.96465110778809,286200
1993-07-26,25.03442181738985,25.156540948206388,25.03442181738985,25.104204177856445,121300
1993-07-27,25.121658388862027,25.13910398496541,24.999539216138395,25.08676719665528,92800
1993-07-28,25.034433364868164,25.086770159359176,24.99954216854082,25.034433364868164,30800
1993-07-29,25.086769889149497,25.24378027093137,25.051878693197967,25.17399787902832,331000
1993-07-30,25.17399815017753,25.17399815017753,24.99954216854082,25.034433364868164,75300
1993-08-02,25.069312997623147,25.191432128439683,25.069312997623147,25.104204177856445,41300
1993-08-03,25.156545697318187,25.226328070958456,25.034426543447708,25.121654510498047,81600
1993-08-04,25.12165451049805,25.173991290728253,25.05187213685777,25.121654510498047,434000
1993-08-05,25.12166893307998,25.12166893307998,25.03444091595124,25.06933212280273,36800
1993-08-06,25.13909535808974,25.156540948206388,25.069312997623147,25.104204177856445,402300
1993-08-09,25.173995842501963,25.313560615017565,25.12165905280861,25.24377822875977,828200
1993-08-10,25.226343154907227,25.2437887587488,25.19145194722409,25.226343154907227,604900
1993-08-11,25.20889755106566,25.2961255702735,25.20889755106566,25.226343154907227,542200
1993-08-12,25.29612764736816,25.29612764736816,25.069334778805548,25.15656280517578,303700
1993-08-13,25.17398736219327,25.208878543568453,25.17398736219327,25.19143295288086,103500
